Date,Mode,Particulars,Deposits,Withdrawals,Balance
# Deposit amount shown is,as on 20-06-2025 ^ Maturity value,is Subject to change due to payment of Tax Deducted at Source (TDS) wherever applicable * Includes accrued interest if any,,,
24-08-2024,,"219.00 52,838.94",,,
24-08-2024,,"350.00 52,488.94",,,
24-10-2024,,"6,119.00 85,960.54",,,
24-10-2024,,"173.00 83,936.02",,,
24-10-2024,,"1,821.52 84,109.02",,,
24-10-2024,,"50.00 92,079.54",,,
24-10-2024,,"30.00 85,930.54",,,
24-10-2024,,"1,500.00 93,031.24",,,
24-10-2024,,"901.70 92,129.54",,,
24-11-2024,,"1,499.00 36,984.28",,,
24-12-2024,,"7,000.00 1,38,892.08",,,
24-12-2024,,"3,000.00 1,23,892.08",,,
24-12-2024,,"4,000.00 1,42,842.08",,,
24-12-2024,,"8,000.00 1,31,892.08",,,
24-12-2024,LIMITE/435944516955/ICI903206200b524be881fd2b,"50.00 1,38,842.08",,,
25-01-2025,,"200.00 1,16,166.89",,,
25-01-2025,,"100.00 1,15,946.89",,,
25-01-2025,,"120.00 1,16,046.89",,,
25-02-2025,,"6,000.00 83,622.98",,,
25-02-2025,,"40.00 83,582.98",,,
25-02-2025,,"125.00 77,622.98",,,
25-02-2025,,"370.90 77,747.98",,,
25-02-2025,,"1,500.00 78,118.88",,,
25-02-2025,,"200.00 83,782.98",,,
25-02-2025,,"250.00 83,532.98",,,
25-03-2025,"5,000.00","7.25 18 Mths 95,314.00 25-09-2026 5,007.00 Registered",,,
25-03-2025,,"49.00 52,759.05",,,
25-03-2025,,"362.00 52,808.05",,,
25-03-2025,,"5,000.00 62,759.05",,,
25-03-2025,,"35.00 61,786.05",,,
25-03-2025,,"240.00 61,821.05",,,
25-03-2025,,"63.00 62,061.05",,,
25-03-2025,,"201.00 62,124.05",,,
25-03-2025,,"434.00 62,325.05",,,
25-03-2025,,"10.00 61,776.05",,,
25-03-2025,,"15,000.00 67,759.05",,,
25-04-2024,,"371.00 2,54,119.76",,,
25-04-2024,,"60.00 2,54,616.76",,,
25-04-2024,,"315.00 2,54,676.76",,,
25-04-2024,,"126.00 2,54,490.76",,,
25-05-2024,,"135.00 1,02,379.16",,,
25-05-2024,,"286.00 1,02,514.16",,,
25-05-2024,,"52.80 1,02,800.16",,,
25-06-2024,,"8,508.00 35,597.56",,,
25-06-2024,,"9,686.00 44,105.56",,,
25-06-2024,,"337.00 53,791.56",,,
25-07-2024,,"5.00 38,328.75",,,
25-07-2024,,"2,394.50 39,637.75",,,
25-07-2024,,"50.00 38,723.75",,,
25-07-2024,,"230.00 38,493.75",,,
25-07-2024,CARD,"864.00 38,773.75",,,
25-07-2024,,"30.00 38,463.75",,,
25-07-2024,,"10.00 38,453.75",,,
25-07-2024,,"120.00 38,333.75",,,
25-08-2024,,"255.26 51,873.68",,,
25-08-2024,,"130.00 52,128.94",,,
25-08-2024,,"195.00 51,678.68",,,
25-08-2024,,"17.00 51,695.68",,,
25-08-2024,,"40.00 52,258.94",,,
25-09-2024,,"10,000.00 35,095.76",,,
25-09-2024,,"2,208.00 32,585.76",,,
25-09-2024,BANKING,"1.00 32,586.76",,,
25-09-2024,,"302.00 34,793.76",,,
25-10-2024,,"1,914.50 80,570.02",,,
25-10-2024,,"80.00 82,484.52",,,
25-10-2024,,"871.50 82,564.52",,,
25-10-2024,,"500.00 83,436.02",,,
25-11-2024,,"33,000.00 69,655.28",,,
25-11-2024,,"1.00 36,655.28",,,
25-11-2024,,"50.00 36,654.28",,,
25-11-2024,,"280.00 36,704.28",,,
25-12-2024,,"170.00 1,45,967.08",,,
25-12-2024,,"388.00 1,45,101.08",,,
25-12-2024,,"478.00 1,45,489.08",,,
25-12-2024,,"170.00 1,46,172.08",,,
25-12-2024,,"3,500.00 1,46,342.08",,,
25-12-2024,,"35.00 1,46,137.08",,,
26-02-2025,,"300.00 83,182.98",,,
26-02-2025,,"70.00 83,112.98",,,
26-02-2025,,"180.00 82,932.98",,,
26-02-2025,,"50.00 83,482.98",,,
26-03-2025,,"85.00 58,367.05",,,
26-03-2025,,"630.00 57,737.05",,,
26-03-2025,,"3,200.00 58,576.05",,,
26-03-2025,BANK/545129664884/ICI925ebe53d40a42b1bb0f1fa,"124.00 58,452.05",,,
26-03-2025,,"110.00 57,627.05",,,
26-04-2024,,"105.00 2,57,014.76",,,
26-04-2024,,"3,000.00 2,57,119.76",,,
26-04-2024,,"50.00 2,56,454.76",,,
26-04-2024,,"510.00 2,56,504.76",,,
26-06-2024,,"8,508.00 44,105.56",,,
26-06-2024,,"245.00 43,860.56",,,
26-06-2024,,"90.00 43,770.56",,,
26-07-2024,,"664.38 36,815.37",,,
26-07-2024,,"100.00 37,589.75",,,
26-07-2024,,"20.00 37,689.75",,,
26-07-2024,,"614.00 37,709.75",,,
26-07-2024,,"5.00 38,323.75",,,
26-07-2024,,"110.00 37,479.75",,,
26-08-2024,,"302.00 50,581.68",,,
26-08-2024,CARD,"812.00 50,883.68",,,
26-10-2024,,"599.00 49,031.02",,,
26-10-2024,,"30,000.00 50,570.02",,,
26-10-2024,,"130.00 49,630.02",,,
26-10-2024,,"500.00 49,820.02",,,
26-10-2024,,"60.00 49,760.02",,,
26-10-2024,,"250.00 50,320.02",,,
26-11-2024,,"100.00 69,555.28",,,
26-12-2024,,"998.00 1,44,103.08",,,
26-12-2024,,"140.00 1,43,963.08",,,
26-12-2024,,"3,500.00 1,47,463.08",,,
26-12-2024,,"195.00 1,47,268.08",,,
27-01-2025,,"126.00 1,15,775.89",,,
27-01-2025,,"4,854.00 1,10,921.89",,,
27-01-2025,,"9,500.00 1,01,421.89",,,
27-01-2025,,"55.00 1,01,346.89",,,
27-01-2025,,"108.00 1,01,238.89",,,
27-01-2025,,"235.00 1,01,003.89",,,
27-01-2025,,"20.00 1,01,401.89",,,
27-01-2025,,"45.00 1,15,901.89",,,
27-02-2025,,"50.00 82,882.98",,,
27-02-2025,,"55.00 82,827.98",,,
27-03-2025,,"15,650.00 41,977.05",,,
27-03-2025,,"1,300.00 40,677.05",,,
27-03-2025,,"91.96 40,404.01",,,
27-03-2025,,"373.00 40,031.01",,,
27-03-2025,,"365.00 40,312.05",,,
27-03-2025,,"110.00 39,921.01",,,
27-04-2024,,"1,564.05 2,54,890.71",,,
27-04-2024,,"1,000.00 2,55,460.71",,,
27-04-2024,,"1,570.00 2,56,460.71",,,
27-05-2024,,"40.00 1,07,158.16",,,
27-05-2024,,"315.00 1,07,198.16",,,
27-05-2024,,"7,412.00 1,07,513.16",,,
27-05-2024,,"327.00 1,00,101.16",,,
27-05-2024,,"380.00 1,06,778.16",,,
27-05-2024,,"1,031.00 1,00,428.16",,,
27-05-2024,,"160.00 1,01,459.16",,,
27-05-2024,,"254.00 1,00,174.16",,,
27-05-2024,W O OD/bharatpe9077200/Yes,"Bank 710.00 1,01,669.16",,,
27-05-2024,,"254.00 1,00,428.16",,,
27-05-2024,,"50.00 1,01,619.16",,,
27-06-2024,,"516.00 55,458.56",,,
27-06-2024,,"252.00 55,974.56",,,
27-06-2024,,"44.00 56,226.56",,,
27-06-2024,,"12,500.00 56,270.56",,,
27-07-2024,,"100.00 32,067.87",,,
27-07-2024,,"640.00 32,167.87",,,
27-07-2024,,"138.00 33,482.87",,,
27-07-2024,,"675.00 32,807.87",,,
27-07-2024,,"440.00 33,620.87",,,
27-07-2024,,"2,754.50 34,060.87",,,
27-07-2024,,"820.00 31,247.87",,,
27-07-2024,/420986895135/ICI05d816794da145f9b2a7cb718aaa,"85.00 31,162.87",,,
27-08-2024,,"6,064.00 56,645.68",,,
27-09-2024,,"3,350.00 29,236.76",,,
27-09-2024,,"4,401.52 24,835.24",,,
27-10-2024,PTY/430154841182/ICI11aa5c2a052f43e196b383dc,"95.00 48,936.02",,,
27-10-2024,,"27.00 48,909.02",,,
27-10-2024,,"50.00 48,859.02",,,
27-10-2024,,"500.00 48,359.02",,,
27-10-2024,,"20,000.00 68,359.02",,,
27-11-2024,,"130.00 73,433.28",,,
27-11-2024,,"136.00 73,563.28",,,
27-11-2024,,"350.00 74,205.28",,,
27-11-2024,,"240.00 73,725.28",,,
27-11-2024,OVERSEAS/469846261583/ICI1c82d42919d645cb94,"240.00 73,965.28",,,
27-11-2024,,"26.00 73,699.28",,,
27-11-2024,,"5,000.00 74,555.28",,,
27-12-2024,,"820.00 1,52,353.08",,,
27-12-2024,,"28.00 1,52,073.08",,,
27-12-2024,,"252.00 1,52,101.08",,,
27-12-2024,,"6,000.00 1,53,173.08",,,
27-12-2024,,"45.00 1,47,223.08",,,
27-12-2024,BANK/436250369510/ICI744a0a470bfd4d51b382f01,"50.00 1,47,173.08",,,
28-01-2025,,"60.00 1,00,671.89",,,
28-01-2025,,"765.00 1,01,436.89",,,
28-01-2025,,"35.00 1,00,135.89",,,
28-01-2025,,"1,105.00 1,02,541.89",,,
28-01-2025,,"55.00 1,02,486.89",,,
28-01-2025,,"2,000.00 1,00,391.89",,,
28-01-2025,,"272.00 1,00,731.89",,,
28-01-2025,,"161.00 1,00,170.89",,,
28-01-2025,,"60.00 1,00,331.89",,,
28-01-2025,,"95.00 1,02,391.89",,,
28-02-2025,BANKING,"18,000.00 1,00,827.98",,,
28-02-2025,LIMITE/542506292955/ICIdb5001294d7446d28130a,"80.00 1,00,747.98",,,
28-02-2025,,"100.00 1,00,537.98",,,
28-02-2025,,"110.00 1,00,637.98",,,
28-02-2025,,"150.00 1,00,387.98",,,
28-03-2025,,"320.00 39,601.01",,,
28-05-2024,,"870.00 91,507.16",,,
28-05-2024,,"2,000.00 90,657.16",,,
28-05-2024,,"242.14 91,835.02",,,
28-05-2024,,"10,265.00 92,657.16",,,
28-05-2024,,"870.00 92,377.16",,,
28-05-2024,,"3,856.00 1,02,922.16",,,
28-05-2024,,"20.00 90,637.16",,,
28-05-2024,,"300.00 92,077.16",,,
28-06-2024,,"140.00 55,155.56",,,
28-06-2024,,"83.00 55,295.56",,,
28-06-2024,,"40.00 55,378.56",,,
28-06-2024,,"40.00 55,418.56",,,
28-07-2024,,"27.00 26,468.87",,,
28-07-2024,,"500.00 25,938.87",,,
28-07-2024,,"30.00 26,438.87",,,
28-07-2024,,"292.00 30,870.87",,,
28-07-2024,,"130.00 26,495.87",,,
28-07-2024,,"25.00 30,845.87",,,
28-07-2024,,"5.00 30,840.87",,,
28-07-2024,,"4,100.00 26,625.87",,,
28-07-2024,,"100.00 30,725.87",,,
28-07-2024,,"15.00 30,825.87",,,
28-08-2024,,"500.00 56,145.68",,,
28-08-2024,CARD,"2.00 56,143.68",,,
28-08-2024,,"449.14 55,694.54",,,
28-09-2024,,"2,849.00 21,986.24",,,
28-10-2024,,"55.00 68,304.02",,,
28-10-2024,,"25.00 68,249.02",,,
28-10-2024,,"30.00 68,274.02",,,
28-11-2024,,"4,590.00 72,575.18",,,
28-11-2024,,"3,589.05 67,985.18",,,
28-11-2024,,"1,859.05 71,574.23",,,
28-11-2024,,"5,000.00 77,575.18",,,
28-12-2024,,"210.00 1,51,513.08",,,
28-12-2024,,"350.00 1,51,723.08",,,
29-01-2025,,"490.00 99,645.89",,,
29-01-2025,,"116.00 99,529.89",,,
29-01-2025,,"150.00 99,379.89",,,
29-01-2025,,"1,490.00 97,889.89",,,
29-03-2025,,"740.00 40,341.01",,,
29-03-2025,,"320.00 40,021.01",,,
29-03-2025,,"510.00 39,281.01",,,
29-03-2025,,"55.00 43,684.01",,,
29-03-2025,,"329.00 43,774.01",,,
29-03-2025,,"6,000.00 44,103.01",,,
29-03-2025,,"50.00 38,103.01",,,
29-03-2025,BANK/545480848341/ICI8f6d67cd800745518b2b721,"1,128.00 38,153.01",,,
29-03-2025,,"230.00 39,791.01",,,
29-03-2025,,"35.00 43,739.01",,,
29-04-2024,,"1,688.00 2,53,122.71",,,
29-04-2024,,"650.00 2,54,810.71",,,
29-05-2024,,"600.00 91,235.02",,,
29-06-2024,,"4,960.00 50,195.56",,,
29-06-2024,,"147.00 50,048.56",,,
29-06-2024,,"60.00 49,988.56",,,
29-06-2024,,"140.00 49,848.56",,,
29-06-2024,,"60.00 49,788.56",,,
29-06-2024,,"100.00 49,688.56",,,
29-06-2024,,"55.00 49,633.56",,,
29-06-2024,,"499.00 49,134.56",,,
29-07-2024,,"950.00 11,318.87",,,
29-07-2024,,"5,000.00 10,368.87",,,
29-07-2024,,"20,000.00 5,368.87",,,
29-07-2024,,"570.00 25,368.87",,,
29-08-2024,Ban/460852040085/ICIac39f6fddd5c449db300592d6,"270.00 55,424.54",,,
29-10-2024,,"20,000.00 1,12,622.02",,,
29-10-2024,,"20,000.00 92,622.02",,,
29-10-2024,,"500.00 72,622.02",,,
29-10-2024,,"127.00 73,122.02",,,
29-10-2024,,"5,000.00 73,249.02",,,
29-11-2024,,"900.00 75,517.77",,,
29-11-2024,,"1,157.41 76,417.77",,,
29-11-2024,,"4,500.00 79,907.77",,,
29-11-2024,,"110.00 75,407.77",,,
29-11-2024,,"1,770.36 81,678.13",,,
29-11-2024,,"50.00 81,628.13",,,
29-12-2024,,"485.00 1,48,805.88",,,
29-12-2024,,"20.00 1,49,290.88",,,
29-12-2024,,"517.20 1,49,310.88",,,
29-12-2024,,"50.00 1,48,755.88",,,
29-12-2024,,"1,685.00 1,49,828.08",,,
30-01-2025,,"5.00 97,177.89",,,
30-01-2025,,"67.00 97,202.89",,,
30-01-2025,,"620.00 97,269.89",,,
30-01-2025,,"620.00 96,649.89",,,
30-01-2025,,"20.00 97,182.89",,,
30-03-2024,218601511117:Int.Pd:30-03-2024,to 29-06-2024,,,
30-03-2025,,7.00 0.00,,,
30-03-2025,,"110.00 43,574.01",,,
30-04-2024,,"65.00 2,52,977.71",,,
30-04-2024,,"80.00 2,53,042.71",,,
30-04-2024,,"50.00 2,52,508.71",,,
30-04-2024,,"419.00 2,52,558.71",,,
30-05-2024,,"130.00 91,105.02",,,
30-05-2024,,"631.00 90,474.02",,,
30-06-2024,,"315.00 48,088.96",,,
30-06-2024,,"1,063.00 50,197.56",,,
30-06-2024,,"95.00 47,993.96",,,
30-06-2024,,"20.00 47,973.96",,,
30-06-2024,218601511117:Int.Pd:30-06-2024,to 29-09-2024,,,
30-06-2024,,"1,793.60 48,403.96",,,
30-07-2024,,"10,000.00 11,268.87",,,
30-07-2024,,"50.00 11,268.87",,,
30-07-2024,,"10,000.00 21,268.87",,,
30-07-2024,,"250.00 10,858.87",,,
30-07-2024,,"160.00 11,108.87",,,
30-07-2024,,"451.00 10,357.87",,,
30-07-2024,,"50.00 10,808.87",,,
30-08-2024,,"292.00 68,462.54",,,
30-08-2024,,"17,000.00 72,424.54",,,
30-08-2024,,"15.00 72,409.54",,,
30-08-2024,,"150.00 68,754.54",,,
30-08-2024,,"3,437.00 68,904.54",,,
30-08-2024,,"30.00 72,341.54",,,
30-08-2024,,"38.00 72,371.54",,,
30-09-2024,,"10,899.36 11,359.88",,,
30-09-2024,218601511117:Int.Pd:30-09-2024,to 30-12-2024,,,
30-09-2024,,"273.00 22,259.24",,,
30-09-2024,,"1,778.00 0.00",,,
30-10-2024,,"150.00 1,12,402.02",,,
30-10-2024,,"70.00 1,12,552.02",,,
30-11-2024,,"591.00 85,267.13",,,
30-11-2024,,"130.00 85,858.13",,,
30-11-2024,,"4,500.00 85,988.13",,,
30-11-2024,,"140.00 81,488.13",,,
30-11-2024,,"120.00 85,147.13",,,
30-12-2024,,"60.00 1,48,695.88",,,
31-01-2025,,"1,103.00 95,774.89",,,
31-01-2025,,"40.00 95,734.89",,,
31-01-2025,,"300.00 96,877.89",,,
31-03-2025,BANKING,"22,000.00 65,490.01",,,
31-03-2025,,"120.00 54,364.70",,,
31-03-2025,,"2,500.00 62,990.01",,,
31-03-2025,,"7,387.71 55,602.30",,,
31-03-2025,,"528.00 55,074.30",,,
31-03-2025,,"30.00 55,044.30",,,
31-03-2025,,"70.00 54,974.30",,,
31-03-2025,,"210.00 54,764.30",,,
31-03-2025,,"279.60 54,484.70",,,
31-03-2025,,"39.00 43,490.01",,,
31-03-2025,,130.00 0.00,,,
31-03-2025,,"45.00 43,529.01",,,
31-05-2024,,"32.00 90,442.02",,,
31-05-2024,,"18.00 90,424.02",,,
31-05-2024,,"110.00 90,314.02",,,
31-05-2024,,"2,158.00 88,156.02",,,
31-05-2024,,"60.00 88,096.02",,,
31-05-2024,ATMS,"3,000.00 85,096.02",,,
31-05-2024,,"197.00 84,899.02",,,
31-07-2024,,"75.00 10,232.87",,,
31-07-2024,CARD,"278.00 9,954.87",,,
31-07-2024,,"20.00 10,337.87",,,
31-07-2024,,"30.00 10,307.87",,,
31-08-2024,,"960.00 88,340.54",,,
31-08-2024,,"5,400.00 63,062.54",,,
31-08-2024,,"500.00 62,562.54",,,
31-08-2024,,"500.00 62,062.54",,,
31-08-2024,,"27,238.00 89,300.54",,,
31-12-2024,,"581.00 1,21,258.88",,,
31-12-2024,,"14,990.00 1,21,839.88",,,
31-12-2024,218601511117:Int.Pd:31-12-2024,to 28-03-2025,,,
31-12-2024,,"634.00 1,49,329.88",,,
31-12-2024,,"220.00 1,20,828.88",,,
31-12-2024,,"12,500.00 1,36,829.88",,,
31-12-2024,,"210.00 1,21,048.88",,,
